adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,nome_no_dataset,data_no_dataset
False,/huUgrGkCetYSkDl5fMvZCXCbFKl.jpg,"[18, 28, 80]",7347,pt,Tropa de Elite,"In 1997, before the visit of the pope to Rio de Janeiro, Captain Nascimento from BOPE (Special Police Operations Battalion) is assigned to eliminate the risks of the drug dealers in a dangerous slum nearby where the pope intends to be lodged.",4.0749,/lwIXz785N2fXi8hsBr1IXciFlkM.jpg,2007-10-12,Elite Squad,False,8.057,2547,Tropa de Elite,2007
False,/nqY8yuxLU4K9cSCQpsW4PGyotlN.jpg,"[18, 10749, 80]",1280,ko,빈집,A drifter lives in people's houses while they are away and repays them by doing chores for them. His life changes when he meets a beautiful woman who wants to escape her unhappy marriage.,2.8851,/8ens4pTquSxN7J9EgL0NOehWwdZ.jpg,2004-10-15,3-Iron,False,7.828,1194,Bin-jip,2004
False,/gs9Z5cPauxH9Gml2kO6oUYwkTgK.jpg,"[18, 36]",2013,fr,Le Scaphandre et le Papillon,"The true story of Elle France editor Jean-Dominique Bauby, who, in 1995 at the age of 43, suffered a stroke that paralyzed his entire body, except his left eye. Using that eye to blink out his memoir, Bauby eloquently described the aspects of his interior world, from the psychological torment of being trapped inside his body to his imagined stories from lands he'd only visited in his mind.",1.4311,/3MJUo4bCPai5r9zrw7nTS8sVzQ7.jpg,2007-05-23,The Diving Bell and the Butterfly,False,7.571,1212,Le scaphandre et le papillon,2007
False,/8ULBp6mMRhpR6qnEqEWFbMdmdNq.jpg,[18],11190,ru,Возвращение,The relationships among two pre-pubescent brothers and their estranged father are tested on a trip into the Russian wilderness.,1.8556,/7V8iHBs34cPYw7ohpLqliF9x8Gv.jpg,2003-06-25,The Return,False,7.289,662,Vozvrashchenie,2003
False,/dgjR7X6WjgjuwJ02idEOxvMyFjP.jpg,[18],113,ko,봄 여름 가을 겨울 그리고 봄,"An isolated lake, where an old monk lives in a small floating temple. The monk has a young boy living with him, learning to become a monk. We watch as seasons and years pass by.",2.9636,/6SQQ5REuAz7k0FMQ9mSCT40T2LN.jpg,2003-09-19,"Spring, Summer, Fall, Winter... and Spring",False,7.812,1121,Bom Yeoareum Gaeul Gyeoul Geurigo Bom,2003
False,/6nfwhRM1iucQajpZrxsZXTJPLOi.jpg,[18],457678,es,Mi mar adentro,,0.0214,/6OMpxRm1TjhzkEGblFMyExMa8V3.jpg,2014-09-08,Mi mar adentro,False,0.0,0,Mar adentro,2014
False,/iiDGA97Kqt2dVU1deXQF06USBRu.jpg,"[18, 28, 53, 80, 9648]",10775,cn,無間道,"Chan Wing Yan, a young police officer, has been sent undercover as a mole in the local mafia. Lau Kin Ming, a young mafia member, infiltrates the police force. Years later, their older counterparts, Chen Wing Yan and Inspector Lau Kin Ming, respectively, race against time to expose the mole within their midst.",9.2891,/gix9thDBXfjJ8M7rYbihqbQGBcP.jpg,2002-12-12,Infernal Affairs,False,7.808,1740,Mou gaan dou,2002
False,/13uKAt4M87HQi1lMZAwBmsNZRGg.jpg,"[18, 35, 10749]",11178,ko,엽기적인 그녀,"A dweeby, mild-mannered man comes to the aid of a drunk young woman on a subway platform. Little does he know how much trouble he’s in for.",2.1693,/grFSgOnSt8saknfRUY05wLGVJ7T.jpg,2001-07-27,My Sassy Girl,False,7.542,603,Yeopgijeogin geunyeo,2001
False,/fENWhR8FPuQcBfFX752jlmmMqPU.jpg,[18],309,da,Festen,"The family of a wealthy businessman gather to celebrate his 60th birthday. During the course of the party, his eldest son presents a speech that reveals a shocking secret.",2.6961,/2LRzNq41yrY8EjCnD1S8sCCPvKk.jpg,1998-06-19,The Celebration,False,7.712,1170,Festen,1998
False,/lrLIy9OFRQg4VkhrCyolfNXJEUH.jpg,[18],666,pt,Central do Brasil,"An emotional journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew.",1.5387,/zJvp7XjQ2LhPbDVYhFXyucs40vR.jpg,1998-04-03,Central Station,False,8.146,980,Central do Brasil,1998
False,/7TlGXrB4WQ3wbpOCUQnBXseCuOl.jpg,"[18, 14, 10749]",144,de,Der Himmel über Berlin,"Two angels, Damiel and Cassiel, glide through the streets of Berlin, observing the bustling population, providing invisible rays of hope to the distressed but never interacting with them. When Damiel falls in love with lonely trapeze artist Marion, the angel longs to experience life in the physical world, and finds -- with some words of wisdom from actor Peter Falk -- that it might be possible for him to take human form.",10.5593,/iZQs2vUeCzvS1KfZJ6uYNCGJBBV.jpg,1987-09-23,Wings of Desire,False,7.783,1407,Der Himmel über Berlin,1987
False,/mQC9OxFBGKJmk4tgzpmKO1nIZx5.jpg,"[18, 10752]",1786,fr,Au revoir les enfants,"Au revoir les enfants tells a heartbreaking story of friendship and devastating loss concerning two boys living in Nazi-occupied France. At a provincial Catholic boarding school, the precocious youths enjoy true camaraderie—until a secret is revealed. Based on events from writer-director Malle’s own childhood, the film is a subtle, precisely observed tale of courage, cowardice, and tragic awakening.",1.7333,/lXP90Vx7OcviBfbbokcaG6zVnPG.jpg,1987-10-07,Au Revoir les Enfants,False,7.514,681,Au revoir les enfants,1987
False,/z6OZ2Q4FYELeGoBj9tVDWCvevkj.jpg,"[12, 14, 16, 28, 10751]",10515,ja,天空の城ラピュタ,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.,11.4423,/41XxSsJc5OrulP0m7TrrUeO2hoz.jpg,1986-08-02,Castle in the Sky,False,7.971,4416,Tenkû no shiro Rapyuta,1986
False,/xKhnjQA5wrAUaopEKegdKD3Yi26.jpg,[18],8416,it,Il conformista,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.",2.1312,/nLJjFRqIJAK8qz0OKYnpKCblZNK.jpg,1970-07-01,The Conformist,False,7.654,716,Il conformista,1970
False,/rTJRWO9zHcB29JecTXHg0wUa4Xs.jpg,[37],391,it,Per un pugno di dollari,"The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit.",5.1545,/lBwOEpwVeUAmrmglcstnaGcJq3Y.jpg,1964-09-12,A Fistful of Dollars,False,7.83,4473,Per un pugno di dollari,1964
False,/68NGFE8zD2gaQVH6MqJeKzojFJM.jpg,[18],1626,fr,Vivre sa vie: film en douze tableaux,Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.,1.2112,/A0BjScjASfMFgyGI5sU0CwfKh3l.jpg,1962-09-20,Vivre Sa Vie,False,7.7,670,Vivre sa vie: Film en douze tableaux,1962
False,/uaEfEkb2tjl4hN1oaSyzcxt4cEg.jpg,"[35, 18]",439,it,La dolce vita,"Episodic journey of journalist Marcello who struggles to find his place in the world, torn between the allure of Rome's elite social scene and the stifling domesticity offered by his girlfriend, all the while searching for a way to become a serious writer.",4.7603,/2KU52apQyvyZuPsqEGMcWb4BKu2.jpg,1960-02-05,La Dolce Vita,False,8.067,1950,La dolce vita,1960
False,/rcEUuRtr0dFL078bNeXL8pQqrMK.jpg,"[53, 9648]",827,fr,Les Diaboliques,"The cruel and abusive headmaster of a boarding school, Michel Delassalle, is murdered by an unlikely duo -- his meek wife and the mistress he brazenly flaunts. The women become increasingly unhinged by a series of odd occurrences after Delassalle's corpse mysteriously disappears.",2.1816,/jE8ygUYBUGyUcM4sR6iinPqYeDK.jpg,1955-01-29,Diabolique,False,7.9,1026,Les diaboliques,1955
False,/eGn78oJms1vrE4Z38m05d5GSTvk.jpg,"[18, 35, 10749]",776,fr,La Règle du jeu,A weekend at a marquis’ country château lays bare some ugly truths about a group of haut bourgeois acquaintances.,0.8916,/8JOzt7uFZyshcuzCBmYU6CDJL4D.jpg,1939-07-09,The Rules of the Game,False,7.5,620,La règle du jeu,1939
False,/7co64HQ4XDx9s2pITpe9xW8NfTR.jpg,"[18, 36, 10752]",643,ru,Броненосец Потёмкин,"A dramatized account of a great Russian naval mutiny and a resultant public demonstration, showing support, which brought on a police massacre. The film had an incredible impact on the development of cinema and is a masterful example of montage editing.",4.8287,/hZmsRLsCnE9Zshf1YJONUpCOhds.jpg,1925-12-24,Battleship Potemkin,False,7.6,1221,Bronenosets Potemkin,1925
False,/Z1JeznJExodyj0iUbL1wgkts88.jpg,"[18, 80, 53]",505192,ja,万引き家族,"In the outskirts of Tokyo, a poor but close-knit group living on the fringes of society survives through shoplifting and odd jobs. When Osamu and his son take in a neglected young girl, their already fragile existence begins to unravel. As the family grows attached to her, buried secrets surface, forcing them to confront the true meaning of love, belonging, and what makes a family.",3.8513,/4nfRUOv3LX5zLn98WS1WqVBk9E9.jpg,2018-06-02,Shoplifters,False,7.847,2163,Manbiki kazoku,2018
False,/8BTsTfln4jlQrLXUBquXJ0ASQy9.jpg,"[12, 28, 878]",140607,en,Star Wars: The Force Awakens,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",15.6623,/wqnLdwVXoBjKibFRR5U3y0aDUhs.jpg,2015-12-15,Star Wars: The Force Awakens,False,7.256,19931,Star Wars: Episode VII - The Force Awakens,2015
False,/213Gdu9zjGsVeWQl6p5gJrBq8n8.jpg,"[18, 80]",74879,tr,Bir Zamanlar Anadolu'da,"A group of men lead a search for a victim of a murder to whom a suspect named Kenan and his mentally challenged brother confessed. However, the search is proving more difficult than expected as Kenan is fuzzy as to the body's location. As the group continues looking, its members can't help but chat among themselves about everyday life, which ultimately leads to conversations about their deepest existential concerns and secrets.",1.5451,/o08n2xyXGTkzKy122TTNat57SHb.jpg,2011-09-23,Once Upon a Time in Anatolia,False,7.481,502,Bir Zamanlar Anadolu'da,2011
False,/7en9qwF88VfxPXsN6azHmUxRBNy.jpg,"[80, 18]",21575,fr,Un prophète,"Sentenced to six years in prison, Malik El Djebena is alone in the world and can neither read nor write. On his arrival at the prison, he seems younger and more brittle than the others detained there. At once he falls under the sway of a group of Corsicans who enforce their rule in the prison. As the 'missions' go by, he toughens himself and wins the confidence of the Corsican group.",3.5156,/x9Jb8kewBHPzjTtgCQvoQoDsy4d.jpg,2009-08-26,A Prophet,False,7.583,1625,Un prophète,2009
False,/49fFaToKnGkZkM0sgIcdaf54A2g.jpg,"[27, 18]",13310,sv,Låt den rätte komma in,"When Oskar, a sensitive, bullied 12-year-old boy, meets his new neighbor, the mysterious and moody Eli, they strike up a friendship. Initially reserved with each other, Oskar and Eli slowly form a close bond, but it soon becomes apparent that she is no ordinary young girl.",2.718,/7IG4WjaAOVDlLvLUkh513HSwhW8.jpg,2008-10-24,Let the Right One In,False,7.537,3060,Låt den rätte komma in,2008
False,/zIWbmU4Q8vTbjkivHRv2isNb60b.jpg,[18],2009,ro,"4 luni, 3 săptămîni și 2 zile",Two college roommates have 24 hours to make the ultimate choice as they finalize arrangements for a black market abortion.,1.5751,/acEtvzFPeOQwbzRWncjRLenhnKV.jpg,2007-08-24,"4 Months, 3 Weeks and 2 Days",False,7.545,767,"4 luni, 3 saptamâni si 2 zile",2007
False,/eWYrrdCKd4bjOKB9DB0HtRUhI1o.jpg,[18],5528,fr,Les Choristes,"In 1940s France, a new teacher at a school for disruptive boys gives hope and inspiration.",3.3078,/hUl7gSvkGygyk9wt3zy5NqpC5bb.jpg,2004-03-17,The Chorus,False,7.73,2503,Les choristes,2004
False,/kyGrNgAU2PCjzQAPAJsZZEZInh9.jpg,"[18, 10749]",363,de,Gegen die Wand,"With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love.",1.8329,/9L5BBJiXZss58EBcbw0l4holdzZ.jpg,2004-03-11,Head-On,False,7.474,592,Gegen die Wand,2004
False,/jDz6RYN3nKYtlo7J9IMvGoJit7B.jpg,"[18, 12, 28, 36]",79,zh,英雄,"During China's Warring States period, a district prefect arrives at the palace of Qin Shi Huang, claiming to have killed the three assassins who had made an attempt on the king's life three years ago.",8.3502,/vxgZto2Cz7ILHAlmRXt50I2brB2.jpg,2002-07-22,Hero,False,7.5,2353,Ying xiong,2002
False,/9aCRXFWT1rd1nZDcEtWILKb2Sap.jpg,"[18, 10749]",64,es,Hable con ella,Two men share an odd friendship while they care for two women who are both in deep comas.,2.9541,/fWDbQlOWOqjR5jZm98KjGyYmUOw.jpg,2002-03-15,Talk to Her,False,7.578,1359,Hable con ella,2002
False,/xNutNK5HUSZO8jzOK5Vksaz44sq.jpg,"[28, 16, 878]",11299,ja,カウボーイビバップ 天国の扉,"The year is 2071. Following a terrorist bombing, a deadly virus is released on the populace of Mars and the government has issued the largest bounty in history, for the capture of whoever is behind it. The bounty hunter crew of the spaceship Bebop; Spike, Faye, Jet and Ed, take the case with hopes of cashing in the bounty. However, the mystery surrounding the man responsible, Vincent, goes deeper than they ever imagined, and they aren't the only ones hunting him.",4.5977,/34H5bsNc0EPILVr49TfOYXj50qV.jpg,2001-09-01,Cowboy Bebop: The Movie,False,7.72,968,Cowboy Bebop: Tengoku no tobira,2001
False,/e4tZvefBtA6P1T0vAPfeXG4Bj3r.jpg,"[80, 53, 18]",18079,es,Nueve reinas,"Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps, the ""nine queens"".",1.3903,/tabMRXUTTBmprGax6ON2r9yBN0D.jpg,2000-08-31,Nine Queens,False,7.765,754,Nueve reinas,2000
False,/y1giivdsGLyo1LCvlsL6mLKyTZ7.jpg,"[53, 18, 9648]",1018,en,Mulholland Drive,"Blonde Betty Elms has only just arrived in Hollywood to become a movie star when she meets an enigmatic brunette with amnesia. Meanwhile, as the two set off to solve the second woman's identity, filmmaker Adam Kesher runs into ominous trouble while casting his latest project.",10.7157,/x7A59t6ySylr1L7aubOQEA480vM.jpg,2001-06-06,Mulholland Drive,False,7.805,6628,Mulholland Dr.,2001
False,/rphor0XQcYO4CQoQ6auaQm3UPap.jpg,"[16, 18, 10751]",37797,ja,耳をすませば,"Shizuku lives a simple life, dominated by her love for stories and writing. One day she notices that all the library books she has have been previously checked out by the same person: 'Seiji Amasawa'.",5.9351,/5FROLD8zpWFs9ja7aYho1uOMJHg.jpg,1995-07-15,Whisper of the Heart,False,7.954,2131,Mimi wo sumaseba,1995
False,/y9N5tFCxCi2AIedOhU3OrVMfL2d.jpg,[18],108,fr,Trois couleurs : Bleu,"The wife of a famous composer survives a car accident that kills her husband and daughter. Now alone, she shakes off her old identity and explores her newfound freedom but finds that she is unbreakably bound to other humans, including her husband’s mistress, whose existence she never suspected.",2.8636,/33wsWxzsNstI8N7dvuwzFmj1qBd.jpg,1993-09-08,Three Colors: Blue,False,7.7,1772,Trois couleurs: Bleu,1993
False,/aPVeKhD61K3nDiXw5u40sIrD4yS.jpg,"[14, 12, 16, 28]",14282,ja,獣兵衛忍風帖,"Jubei is a masterless ninja who travels the land alone, lending his services to those with gold—or a worthy cause. His fearsome abilities have served him well, but a plot to overthrow the government threatens to end his wandering ways—and possibly his life.",3.748,/qzZEnaXwv4wss2QalEo4Uf9BAwh.jpg,1993-06-05,Ninja Scroll,False,7.758,685,Jûbê ninpûchô,1993
False,/oUceCsSe255ZKXCMsHhqXM1xuUp.jpg,[18],8327,es,La montaña sagrada,The Alchemist assembles together a group of people from all walks of life to represent the planets in the solar system. The occult adept's intention is to put his recruits through strange mystical rites and divest them of their worldly baggage before embarking on a trip to Lotus Island. There they ascend the Holy Mountain to displace the immortal gods who secretly rule the universe.,2.0144,/mP5FGQbNjFkrjcZ6AVHrvokPRe5.jpg,1973-11-29,The Holy Mountain,False,7.54,957,La montaña sagrada,1973
False,/z6NI6n5MvQZMZJbXKLiyFl1yDeA.jpg,[35],4593,fr,Le Charme discret de la bourgeoisie,"In Luis Buñuel’s deliciously satiric masterpiece, an upper-class sextet sits down to dinner but never eats, their attempts continually thwarted by a vaudevillian mixture of events both actual and imagined.",1.071,/zN4ILX2x64PvT2jIOAHXxCOi5WA.jpg,1972-09-15,The Discreet Charm of the Bourgeoisie,False,7.474,852,Le charme discret de la bourgeoisie,1972
False,/kfSZaOr9ApNR52gWKlpXHD0id0W.jpg,"[36, 12, 18]",2000,de,"Aguirre, der Zorn Gottes","A few decades after the destruction of the Inca Empire, a Spanish expedition led by the infamous Aguirre leaves the mountains of Peru and goes down the Amazon River in search of the lost city of El Dorado. When great difficulties arise, Aguirre’s men start to wonder whether their quest will lead them to prosperity or certain death.",2.2765,/qMk93yMo82svW27FEjudgueBMUL.jpg,1972-12-29,"Aguirre, the Wrath of God",False,7.47,1161,"Aguirre, der Zorn Gottes",1972
False,/kF5AeKG5XIZkAXY0kRgm57qEbJI.jpg,"[18, 9648, 10749]",5165,it,L'avventura,"Claudia and Anna join Anna's lover, Sandro, on a boat trip to a remote volcanic island. When Anna goes missing, a search is launched. In the meantime, Sandro and Claudia become involved in a romance despite Anna's disappearance, though the relationship suffers from guilt and tension.",2.1779,/7kUXAS8K7Ihw1T1mhARjnLuMVk3.jpg,1960-09-14,L'Avventura,False,7.537,719,L'avventura,1960
False,/4fynFAYPPYCkyIdt0bsCwWn3Hxv.jpg,"[18, 36, 10749]",5544,fr,Hiroshima mon amour,"The deep conversation between a Japanese architect and a French actress forms the basis of this celebrated French film, considered one of the vanguard productions of the French New Wave. Set in Hiroshima after the end of World War II, the couple -- lovers turned friends -- recount, over many hours, previous romances and life experiences. The two intertwine their stories about the past with pondering the devastation wrought by the atomic bomb dropped on the city.",3.3999,/vjP7eX9c0xUD5i5dTRaP3NYC8iN.jpg,1959-06-10,Hiroshima Mon Amour,False,7.7,857,Hiroshima mon amour,1959
False,,[],991530,en,Gentlemen Of The World,"A singer from Bicol won the inaugural Gentlemen of the World pageant in Manado, Indonesia Thursday night, October 24, 2019.",0.0418,,2019-06-24,Gentlemen Of The World,False,0.0,0,The Gentlemen,2019
False,/woSmQgo1wxE4WRVXWHrmgv3jy2O.jpg,"[18, 53]",375315,fa,فروشنده,"Forced out of their apartment due to dangerous works on a neighboring building, Emad and Rana move into a new flat in the center of Tehran. An incident linked to the previous tenant will dramatically change the young couple’s life.",2.6452,/x4PIuYU5ZMMXiTrheNR8vCTYPBf.jpg,2016-06-24,The Salesman,False,7.2,896,Forushande,2016
False,/1YhiocGm8aOwILGX7mwlkdbr0ph.jpg,"[35, 18]",381341,it,Perfetti sconosciuti,"During a dinner, a group of friends decide to share whatever message or phone call they will receive during the evening, with unforeseen consequences.",2.8421,/3wknM629Vryofb1HNo2YnLQnQyn.jpg,2016-02-11,Perfect Strangers,False,7.9,4488,Perfetti sconosciuti,2016
False,/vkzeh2G7Gwapo4J1eqGWRph2hCs.jpg,"[10752, 18, 36]",335578,da,Under sandet,"In the days following the surrender of Germany in May 1945, a group of young German prisoners of war is handed over to the Danish authorities and subsequently sent to the West Coast, where they are ordered to remove the more than two million mines that the Germans had placed in the sand along the coast. With their bare hands, crawling around in the sand, the boys are forced to perform the dangerous work under the leadership of a Danish sergeant.",1.5188,/7TOYH2VDnYbXpBKlrkdQZUSC3Du.jpg,2015-12-03,Land of Mine,False,7.8,1415,Under sandet,2015
False,/6t8ES1d12OzWyCGxBeDYLHoaDrT.jpg,"[28, 12, 878]",330459,en,Rogue One: A Star Wars Story,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,11.3826,/i0yw1mFbB7sNGHCs7EXZPzFkdA1.jpg,2016-12-14,Rogue One: A Star Wars Story,False,7.501,15835,Rogue One,2016
False,/3ddK0Ba1jd81n6yA7gIFbaw5QgG.jpg,"[18, 9648]",152780,fr,Le passé,"After four years apart, Ahmad returns to his wife Marie in Paris in order to progress their divorce. During his brief stay, he cannot help noticing the strained relationship between Marie and her daughter Lucie. As he attempts to improve matters between mother and daughter Ahmad unwittingly lifts the lid on a long buried secret...",1.5799,/8nff89qjYN3Hck5G33xeRPsM8TZ.jpg,2013-05-17,The Past,False,7.242,577,Le passé,2013
False,/ayt7zr2y1m5yKodLtN3xD3JZXpR.jpg,[18],179144,it,La grande bellezza,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",3.0754,/1cmOc3ZPkuCTOTqHEsRr3Pk81Um.jpg,2013-05-21,The Great Beauty,False,7.505,3193,La grande bellezza,2013
False,/938lqhAQaO3hmLg44VbUR7OqlMs.jpg,"[18, 16, 10749, 10752, 36]",149870,ja,風立ちぬ,"A lifelong love of flight inspires Japanese aviation engineer Jiro Horikoshi, whose storied career includes the creation of the A-6M World War II fighter plane.",8.6542,/jfwSexzlIzaOgxP9A8bTA6t8YYb.jpg,2013-07-20,The Wind Rises,False,7.791,3168,Kaze tachinu,2013
False,/4EdN5rIT43xcqi4IVRrhxiDOz6z.jpg,"[18, 10749, 80]",152742,it,La migliore offerta,"Virgil Oldman is a world renowned antiques expert and auctioneer. An eccentric genius, he leads a solitary life, going to extreme lengths to keep his distance from the messiness of human relationships. When appointed by the beautiful but emotionally damaged Claire to oversee the valuation and sale of her family’s priceless art collection, Virgil allows himself to form an attachment to her – and soon he is engulfed by a passion which will rock his bland existence to the core.",2.5055,/ibDGPgUZn6vxHiSgt2xeQyFp8Np.jpg,2013-01-01,The Best Offer,False,7.81,2931,La migliore offerta,2013
False,/sT7f721Zvb9Feo11sbhvkk2JLHi.jpg,"[18, 53, 9648]",54186,ja,告白,"Devastated at the death of her four-year-old daughter, a grieving middle school teacher is horrified to discover that her students aren't as innocent as she thinks.",2.254,/xQcnx6jMuPRCeidotgVy6YIls6p.jpg,2010-06-04,Confessions,False,7.575,920,Kokuhaku,2010
False,/dXDFWWxiEb6tg4ojMWQJrSI0Tun.jpg,"[53, 27]",49797,ko,악마를 보았다,"Kyung-chul is a dangerous psychopath who kills for pleasure. Soo-hyeon, a top-secret agent, decides to track down the murderer himself. He promises himself that he will do everything in his power to take vengeance against the killer, even if it means that he must become a monster himself.",6.8649,/zp5NrmYp80axIGiEiYPmm1CW6uH.jpg,2010-08-12,I Saw the Devil,False,7.796,2776,Ang-ma-reul bo-at-da,2010
False,/uEqrGVBELVFaNVMOE4ExjLCMV3j.jpg,"[28, 53, 80]",51608,ko,아저씨,An ex-special agent is involved in a convoluted drug ring drama. He has to save a drug smuggler's innocent daughter from being the victim of her parents' fight.,6.8213,/ld19CFIo27t41JXSGZdaPMUGTxh.jpg,2010-08-04,The Man from Nowhere,False,7.699,1382,Ajeossi,2010
False,/mnNkHbs2onvP54zND5c1Ah5Usaa.jpg,"[80, 18, 9648]",30018,ko,마더,"A mother lives quietly with her son. One day, a girl is brutally killed, and the boy is charged with the murder. Now, it's his mother's mission to prove him innocent.",5.1343,/8oBnSkZE6GDVugAbLPO6uJd4GcS.jpg,2009-05-28,Mother,False,7.709,1587,Madeo,2009
False,/urBBFQrrVxy7T8uytrn7dOoHqZn.jpg,"[80, 53, 28]",13855,ko,추격자,"Joong-ho is a dirty detective turned pimp in financial trouble as several of his girls have recently disappeared without clearing their debts. While trying to track them down, he finds a clue that the vanished girls were all called up by the same client whom one of his girls is meeting with right now.",3.7247,/hy49xJiKN1nakkN1ZmKuOf6vQYR.jpg,2008-02-14,The Chaser,False,7.752,1411,Chugyeokja,2008
False,/n4S9IhJI3UTq5GQMFg7qwC3kcI3.jpg,"[18, 9648]",37903,de,Das weiße Band - Eine deutsche Kindergeschichte,An aged tailor recalls his life as the schoolteacher of a small village in Northern Germany that was struck by a series of strange events in the year leading up to WWI.,2.2446,/54dlnGDexrwAFlDb8HWKfmmX4LB.jpg,2009-09-24,The White Ribbon,False,7.483,1064,Das weiße Band - Eine deutsche Kindergeschichte,2009
False,/4LRemkftqYK7OmmP88rJLTvGYHu.jpg,"[18, 53, 80, 9648]",15472,sv,Män som hatar kvinnor,"Swedish thriller based on Stieg Larsson's novel about a male journalist and a young female hacker. In the opening of the movie, Mikael Blomkvist, a middle-aged publisher for the magazine Millennium, loses a libel case brought by corrupt Swedish industrialist Hans-Erik Wennerström. Nevertheless, he is hired by Henrik Vanger in order to solve a cold case, the disappearance of Vanger's niece",6.4118,/6w0TKhfR0Rzby5SXxgfuI99Jrva.jpg,2009-02-27,The Girl with the Dragon Tattoo,False,7.528,3061,Män som hatar kvinnor,2009
False,/a2pPepVPtKY7E4XEkT7W3ZxUOY5.jpg,"[35, 18]",580175,da,Druk,Four stagnant high school teachers decide to test out a theory that maintaining a constant level of intoxication will improve their overall lives.,2.968,/aDcIt4NHURLKnAEu7gow51Yd00Q.jpg,2020-09-24,Another Round,False,7.636,3515,Druk,2020
False,/s3kGgVwM946SWj3iXShDbeJALiT.jpg,[18],2014,de,Auf der anderen Seite,"The lives of six German-Turkish immigrants are drawn together by circumstance: An old man and a prostitute forging a partnership, a young scholar reconciling his past, two young women falling in love, and a mother putting the shattered pieces of her life back together.",2.4859,/h3nhGrtmo7UfEhj6okUuOW6ooEn.jpg,2007-09-27,The Edge of Heaven,False,7.209,328,Auf der anderen Seite,2007
False,/iVnsOj0MtVE1lzfillNAPqCdhpR.jpg,"[18, 35, 80]",1023,da,Adams æbler,A neo-nazi sentenced to community service at a church clashes with the blindly devotional priest.,1.4689,/v5KtTI8uFWqOed7dL3nzAvOTCn2.jpg,2005-04-15,Adam's Apples,False,7.439,725,Adams æbler,2005
False,/mnppPdfdtKPNoRemzIZDwOKpgfv.jpg,"[16, 18, 35]",13398,ja,東京ゴッドファーザーズ,"On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents.",3.2409,/sPC66btzQlzuRdPKiSDYZ5Hvxgc.jpg,2003-12-05,Tokyo Godfathers,False,7.918,1383,Tôkyô goddofâzâzu,2003
False,/2EIiauBZJspEHEJQeSw7OvrFG3d.jpg,[18],11197,sv,Ondskan,"Stockholm, in the 1950s.  Erik is expelled from the local school for getting into one brawl too many. To protect Erik from his violent stepfather’s reaction to his expulsion, Erik's mother arranges for Erik to spend a year at Stjärnsberg Boarding School, the only school willing to accept him. This is Erik's last chance to graduate to Upper School and he promises his mother, for his and her sake, to do all he can to stay out of trouble.",2.7642,/a4qQlHDWshHGEbJWfCoKKlzgsh.jpg,2003-09-16,Evil,False,7.32,367,Ondskan,2003
False,/o6Ln9kTC4ZrHZNUhWLOwBfUvqXU.jpg,[18],1653,es,Diarios de motocicleta,"Based on the journals of Che Guevara, leader of the Cuban Revolution. In his memoirs, Guevara recounts adventures he and best friend Alberto Granado had while crossing South America by motorcycle in the early 1950s.",3.1134,/qz2aBYT8CAiJYvX4fRZpJ5G0Oz1.jpg,2004-02-06,The Motorcycle Diaries,False,7.428,1347,Diarios de motocicleta,2004
False,/fJeOpfzQSkzESNPmEXpyNLMmOtI.jpg,"[18, 80]",12093,sv,Lilja 4-ever,"In a struggling post-Soviet community, Lilya a teenage girl is abandoned when her mother moves to the United States with her boyfriend. Facing neglect and poverty, she meets Andrei, who offers her a job in Sweden, giving her hope for a better life — and a journey that will change everything.",2.9732,/5i1uhvcdv2Iogx0Bb1znvUmkCvN.jpg,2002-08-23,Lilya 4-ever,False,7.6,603,Lilja 4-ever,2002
False,/s1A9CKeoKglWDdQFRl9aC8wa3Zj.jpg,"[16, 35, 18, 10751]",9662,fr,Les Triplettes de Belleville,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters—an aged song-and-dance team from the days of Fred Astaire—to rescue him.",1.4943,/enw6C4fDw88g0nOQgIJXjgH3NHi.jpg,2003-06-11,The Triplets of Belleville,False,7.394,990,Les triplettes de Belleville,2003
