genre_ids,id,original_language,original_title,overview,popularity,release_date,title,vote_average,vote_count,nome_no_dataset,data_no_dataset
[18],11190,ru,Возвращение,The relationships among two pre-pubescent brothers and their estranged father are tested on a trip into the Russian wilderness.,1.8556,2003-06-25,The Return,7.289,662,Vozvrashchenie,2003
[18],113,ko,봄 여름 가을 겨울 그리고 봄,"An isolated lake, where an old monk lives in a small floating temple. The monk has a young boy living with him, learning to become a monk. We watch as seasons and years pass by.",2.9636,2003-09-19,"Spring, Summer, Fall, Winter... and Spring",7.812,1121,Bom Yeoareum Gaeul Gyeoul Geurigo Bom,2003
[18],457678,es,Mi mar adentro,,0.0214,2014-09-08,Mi mar adentro,0.0,0,Mar adentro,2014
"[18, 28, 53, 80, 9648]",10775,cn,無間道,"Chan Wing Yan, a young police officer, has been sent undercover as a mole in the local mafia. Lau Kin Ming, a young mafia member, infiltrates the police force. Years later, their older counterparts, Chen Wing Yan and Inspector Lau Kin Ming, respectively, race against time to expose the mole within their midst.",9.2891,2002-12-12,Infernal Affairs,7.808,1740,Mou gaan dou,2002
"[18, 35, 10749]",11178,ko,엽기적인 그녀,"A dweeby, mild-mannered man comes to the aid of a drunk young woman on a subway platform. Little does he know how much trouble he’s in for.",2.1693,2001-07-27,My Sassy Girl,7.542,603,Yeopgijeogin geunyeo,2001
[18],309,da,Festen,"The family of a wealthy businessman gather to celebrate his 60th birthday. During the course of the party, his eldest son presents a speech that reveals a shocking secret.",2.6961,1998-06-19,The Celebration,7.712,1170,Festen,1998
[18],666,pt,Central do Brasil,"An emotional journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew.",1.5387,1998-04-03,Central Station,8.146,980,Central do Brasil,1998
"[18, 14, 10749]",144,de,Der Himmel über Berlin,"Two angels, Damiel and Cassiel, glide through the streets of Berlin, observing the bustling population, providing invisible rays of hope to the distressed but never interacting with them. When Damiel falls in love with lonely trapeze artist Marion, the angel longs to experience life in the physical world, and finds -- with some words of wisdom from actor Peter Falk -- that it might be possible for him to take human form.",10.5593,1987-09-23,Wings of Desire,7.783,1407,Der Himmel über Berlin,1987
"[18, 10752]",1786,fr,Au revoir les enfants,"Au revoir les enfants tells a heartbreaking story of friendship and devastating loss concerning two boys living in Nazi-occupied France. At a provincial Catholic boarding school, the precocious youths enjoy true camaraderie—until a secret is revealed. Based on events from writer-director Malle’s own childhood, the film is a subtle, precisely observed tale of courage, cowardice, and tragic awakening.",1.7333,1987-10-07,Au Revoir les Enfants,7.514,681,Au revoir les enfants,1987
"[12, 14, 16, 28, 10751]",10515,ja,天空の城ラピュタ,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.,11.4423,1986-08-02,Castle in the Sky,7.971,4416,Tenkû no shiro Rapyuta,1986
[18],8416,it,Il conformista,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.",2.1312,1970-07-01,The Conformist,7.654,716,Il conformista,1970
[37],391,it,Per un pugno di dollari,"The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit.",5.1545,1964-09-12,A Fistful of Dollars,7.83,4473,Per un pugno di dollari,1964
[18],1626,fr,Vivre sa vie: film en douze tableaux,Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.,1.2112,1962-09-20,Vivre Sa Vie,7.7,670,Vivre sa vie: Film en douze tableaux,1962
"[35, 18]",439,it,La dolce vita,"Episodic journey of journalist Marcello who struggles to find his place in the world, torn between the allure of Rome's elite social scene and the stifling domesticity offered by his girlfriend, all the while searching for a way to become a serious writer.",4.7603,1960-02-05,La Dolce Vita,8.067,1950,La dolce vita,1960
"[53, 9648]",827,fr,Les Diaboliques,"The cruel and abusive headmaster of a boarding school, Michel Delassalle, is murdered by an unlikely duo -- his meek wife and the mistress he brazenly flaunts. The women become increasingly unhinged by a series of odd occurrences after Delassalle's corpse mysteriously disappears.",2.1816,1955-01-29,Diabolique,7.9,1026,Les diaboliques,1955
"[18, 35, 10749]",776,fr,La Règle du jeu,A weekend at a marquis’ country château lays bare some ugly truths about a group of haut bourgeois acquaintances.,0.8916,1939-07-09,The Rules of the Game,7.5,620,La règle du jeu,1939
"[18, 36, 10752]",643,ru,Броненосец Потёмкин,"A dramatized account of a great Russian naval mutiny and a resultant public demonstration, showing support, which brought on a police massacre. The film had an incredible impact on the development of cinema and is a masterful example of montage editing.",4.8287,1925-12-24,Battleship Potemkin,7.6,1221,Bronenosets Potemkin,1925
"[18, 80, 53]",505192,ja,万引き家族,"In the outskirts of Tokyo, a poor but close-knit group living on the fringes of society survives through shoplifting and odd jobs. When Osamu and his son take in a neglected young girl, their already fragile existence begins to unravel. As the family grows attached to her, buried secrets surface, forcing them to confront the true meaning of love, belonging, and what makes a family.",3.8513,2018-06-02,Shoplifters,7.847,2163,Manbiki kazoku,2018
"[12, 28, 878]",140607,en,Star Wars: The Force Awakens,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",15.6623,2015-12-15,Star Wars: The Force Awakens,7.256,19931,Star Wars: Episode VII - The Force Awakens,2015
"[18, 80]",74879,tr,Bir Zamanlar Anadolu'da,"A group of men lead a search for a victim of a murder to whom a suspect named Kenan and his mentally challenged brother confessed. However, the search is proving more difficult than expected as Kenan is fuzzy as to the body's location. As the group continues looking, its members can't help but chat among themselves about everyday life, which ultimately leads to conversations about their deepest existential concerns and secrets.",1.5451,2011-09-23,Once Upon a Time in Anatolia,7.481,502,Bir Zamanlar Anadolu'da,2011
"[80, 18]",21575,fr,Un prophète,"Sentenced to six years in prison, Malik El Djebena is alone in the world and can neither read nor write. On his arrival at the prison, he seems younger and more brittle than the others detained there. At once he falls under the sway of a group of Corsicans who enforce their rule in the prison. As the 'missions' go by, he toughens himself and wins the confidence of the Corsican group.",3.5156,2009-08-26,A Prophet,7.583,1625,Un prophète,2009
"[27, 18]",13310,sv,Låt den rätte komma in,"When Oskar, a sensitive, bullied 12-year-old boy, meets his new neighbor, the mysterious and moody Eli, they strike up a friendship. Initially reserved with each other, Oskar and Eli slowly form a close bond, but it soon becomes apparent that she is no ordinary young girl.",2.718,2008-10-24,Let the Right One In,7.537,3060,Låt den rätte komma in,2008
[18],2009,ro,"4 luni, 3 săptămîni și 2 zile",Two college roommates have 24 hours to make the ultimate choice as they finalize arrangements for a black market abortion.,1.5751,2007-08-24,"4 Months, 3 Weeks and 2 Days",7.545,767,"4 luni, 3 saptamâni si 2 zile",2007
[18],5528,fr,Les Choristes,"In 1940s France, a new teacher at a school for disruptive boys gives hope and inspiration.",3.3078,2004-03-17,The Chorus,7.73,2503,Les choristes,2004
"[18, 10749]",363,de,Gegen die Wand,"With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love.",1.8329,2004-03-11,Head-On,7.474,592,Gegen die Wand,2004
"[18, 12, 28, 36]",79,zh,英雄,"During China's Warring States period, a district prefect arrives at the palace of Qin Shi Huang, claiming to have killed the three assassins who had made an attempt on the king's life three years ago.",8.3502,2002-07-22,Hero,7.5,2353,Ying xiong,2002
"[18, 10749]",64,es,Hable con ella,Two men share an odd friendship while they care for two women who are both in deep comas.,2.9541,2002-03-15,Talk to Her,7.578,1359,Hable con ella,2002
"[28, 16, 878]",11299,ja,カウボーイビバップ 天国の扉,"The year is 2071. Following a terrorist bombing, a deadly virus is released on the populace of Mars and the government has issued the largest bounty in history, for the capture of whoever is behind it. The bounty hunter crew of the spaceship Bebop; Spike, Faye, Jet and Ed, take the case with hopes of cashing in the bounty. However, the mystery surrounding the man responsible, Vincent, goes deeper than they ever imagined, and they aren't the only ones hunting him.",4.5977,2001-09-01,Cowboy Bebop: The Movie,7.72,968,Cowboy Bebop: Tengoku no tobira,2001
"[80, 53, 18]",18079,es,Nueve reinas,"Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps, the ""nine queens"".",1.3903,2000-08-31,Nine Queens,7.765,754,Nueve reinas,2000
"[53, 18, 9648]",1018,en,Mulholland Drive,"Blonde Betty Elms has only just arrived in Hollywood to become a movie star when she meets an enigmatic brunette with amnesia. Meanwhile, as the two set off to solve the second woman's identity, filmmaker Adam Kesher runs into ominous trouble while casting his latest project.",10.7157,2001-06-06,Mulholland Drive,7.805,6628,Mulholland Dr.,2001
"[16, 18, 10751]",37797,ja,耳をすませば,"Shizuku lives a simple life, dominated by her love for stories and writing. One day she notices that all the library books she has have been previously checked out by the same person: 'Seiji Amasawa'.",5.9351,1995-07-15,Whisper of the Heart,7.954,2131,Mimi wo sumaseba,1995
[18],108,fr,Trois couleurs : Bleu,"The wife of a famous composer survives a car accident that kills her husband and daughter. Now alone, she shakes off her old identity and explores her newfound freedom but finds that she is unbreakably bound to other humans, including her husband’s mistress, whose existence she never suspected.",2.8636,1993-09-08,Three Colors: Blue,7.7,1772,Trois couleurs: Bleu,1993
"[14, 12, 16, 28]",14282,ja,獣兵衛忍風帖,"Jubei is a masterless ninja who travels the land alone, lending his services to those with gold—or a worthy cause. His fearsome abilities have served him well, but a plot to overthrow the government threatens to end his wandering ways—and possibly his life.",3.748,1993-06-05,Ninja Scroll,7.758,685,Jûbê ninpûchô,1993
[18],8327,es,La montaña sagrada,The Alchemist assembles together a group of people from all walks of life to represent the planets in the solar system. The occult adept's intention is to put his recruits through strange mystical rites and divest them of their worldly baggage before embarking on a trip to Lotus Island. There they ascend the Holy Mountain to displace the immortal gods who secretly rule the universe.,2.0144,1973-11-29,The Holy Mountain,7.54,957,La montaña sagrada,1973
[35],4593,fr,Le Charme discret de la bourgeoisie,"In Luis Buñuel’s deliciously satiric masterpiece, an upper-class sextet sits down to dinner but never eats, their attempts continually thwarted by a vaudevillian mixture of events both actual and imagined.",1.071,1972-09-15,The Discreet Charm of the Bourgeoisie,7.474,852,Le charme discret de la bourgeoisie,1972
"[36, 12, 18]",2000,de,"Aguirre, der Zorn Gottes","A few decades after the destruction of the Inca Empire, a Spanish expedition led by the infamous Aguirre leaves the mountains of Peru and goes down the Amazon River in search of the lost city of El Dorado. When great difficulties arise, Aguirre’s men start to wonder whether their quest will lead them to prosperity or certain death.",2.2765,1972-12-29,"Aguirre, the Wrath of God",7.47,1161,"Aguirre, der Zorn Gottes",1972
"[18, 9648, 10749]",5165,it,L'avventura,"Claudia and Anna join Anna's lover, Sandro, on a boat trip to a remote volcanic island. When Anna goes missing, a search is launched. In the meantime, Sandro and Claudia become involved in a romance despite Anna's disappearance, though the relationship suffers from guilt and tension.",2.1779,1960-09-14,L'Avventura,7.537,719,L'avventura,1960
"[18, 36, 10749]",5544,fr,Hiroshima mon amour,"The deep conversation between a Japanese architect and a French actress forms the basis of this celebrated French film, considered one of the vanguard productions of the French New Wave. Set in Hiroshima after the end of World War II, the couple -- lovers turned friends -- recount, over many hours, previous romances and life experiences. The two intertwine their stories about the past with pondering the devastation wrought by the atomic bomb dropped on the city.",3.3999,1959-06-10,Hiroshima Mon Amour,7.7,857,Hiroshima mon amour,1959
[],991530,en,Gentlemen Of The World,"A singer from Bicol won the inaugural Gentlemen of the World pageant in Manado, Indonesia Thursday night, October 24, 2019.",0.0418,2019-06-24,Gentlemen Of The World,0.0,0,The Gentlemen,2019
"[18, 53]",375315,fa,فروشنده,"Forced out of their apartment due to dangerous works on a neighboring building, Emad and Rana move into a new flat in the center of Tehran. An incident linked to the previous tenant will dramatically change the young couple’s life.",2.6452,2016-06-24,The Salesman,7.2,896,Forushande,2016
"[35, 18]",381341,it,Perfetti sconosciuti,"During a dinner, a group of friends decide to share whatever message or phone call they will receive during the evening, with unforeseen consequences.",2.8421,2016-02-11,Perfect Strangers,7.9,4488,Perfetti sconosciuti,2016
"[10752, 18, 36]",335578,da,Under sandet,"In the days following the surrender of Germany in May 1945, a group of young German prisoners of war is handed over to the Danish authorities and subsequently sent to the West Coast, where they are ordered to remove the more than two million mines that the Germans had placed in the sand along the coast. With their bare hands, crawling around in the sand, the boys are forced to perform the dangerous work under the leadership of a Danish sergeant.",1.5188,2015-12-03,Land of Mine,7.8,1415,Under sandet,2015
"[28, 12, 878]",330459,en,Rogue One: A Star Wars Story,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,11.3826,2016-12-14,Rogue One: A Star Wars Story,7.501,15835,Rogue One,2016
"[18, 9648]",152780,fr,Le passé,"After four years apart, Ahmad returns to his wife Marie in Paris in order to progress their divorce. During his brief stay, he cannot help noticing the strained relationship between Marie and her daughter Lucie. As he attempts to improve matters between mother and daughter Ahmad unwittingly lifts the lid on a long buried secret...",1.5799,2013-05-17,The Past,7.242,577,Le passé,2013
[18],179144,it,La grande bellezza,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",3.0754,2013-05-21,The Great Beauty,7.505,3193,La grande bellezza,2013
"[18, 16, 10749, 10752, 36]",149870,ja,風立ちぬ,"A lifelong love of flight inspires Japanese aviation engineer Jiro Horikoshi, whose storied career includes the creation of the A-6M World War II fighter plane.",8.6542,2013-07-20,The Wind Rises,7.791,3168,Kaze tachinu,2013
"[18, 10749, 80]",152742,it,La migliore offerta,"Virgil Oldman is a world renowned antiques expert and auctioneer. An eccentric genius, he leads a solitary life, going to extreme lengths to keep his distance from the messiness of human relationships. When appointed by the beautiful but emotionally damaged Claire to oversee the valuation and sale of her family’s priceless art collection, Virgil allows himself to form an attachment to her – and soon he is engulfed by a passion which will rock his bland existence to the core.",2.5055,2013-01-01,The Best Offer,7.81,2931,La migliore offerta,2013
"[18, 53, 9648]",54186,ja,告白,"Devastated at the death of her four-year-old daughter, a grieving middle school teacher is horrified to discover that her students aren't as innocent as she thinks.",2.254,2010-06-04,Confessions,7.575,920,Kokuhaku,2010
"[53, 27]",49797,ko,악마를 보았다,"Kyung-chul is a dangerous psychopath who kills for pleasure. Soo-hyeon, a top-secret agent, decides to track down the murderer himself. He promises himself that he will do everything in his power to take vengeance against the killer, even if it means that he must become a monster himself.",6.8649,2010-08-12,I Saw the Devil,7.796,2776,Ang-ma-reul bo-at-da,2010
"[28, 53, 80]",51608,ko,아저씨,An ex-special agent is involved in a convoluted drug ring drama. He has to save a drug smuggler's innocent daughter from being the victim of her parents' fight.,6.8213,2010-08-04,The Man from Nowhere,7.699,1382,Ajeossi,2010
"[80, 18, 9648]",30018,ko,마더,"A mother lives quietly with her son. One day, a girl is brutally killed, and the boy is charged with the murder. Now, it's his mother's mission to prove him innocent.",5.1343,2009-05-28,Mother,7.709,1587,Madeo,2009
"[80, 53, 28]",13855,ko,추격자,"Joong-ho is a dirty detective turned pimp in financial trouble as several of his girls have recently disappeared without clearing their debts. While trying to track them down, he finds a clue that the vanished girls were all called up by the same client whom one of his girls is meeting with right now.",3.7247,2008-02-14,The Chaser,7.752,1411,Chugyeokja,2008
"[18, 9648]",37903,de,Das weiße Band - Eine deutsche Kindergeschichte,An aged tailor recalls his life as the schoolteacher of a small village in Northern Germany that was struck by a series of strange events in the year leading up to WWI.,2.2446,2009-09-24,The White Ribbon,7.483,1064,Das weiße Band - Eine deutsche Kindergeschichte,2009
"[18, 53, 80, 9648]",15472,sv,Män som hatar kvinnor,"Swedish thriller based on Stieg Larsson's novel about a male journalist and a young female hacker. In the opening of the movie, Mikael Blomkvist, a middle-aged publisher for the magazine Millennium, loses a libel case brought by corrupt Swedish industrialist Hans-Erik Wennerström. Nevertheless, he is hired by Henrik Vanger in order to solve a cold case, the disappearance of Vanger's niece",6.4118,2009-02-27,The Girl with the Dragon Tattoo,7.528,3061,Män som hatar kvinnor,2009
"[35, 18]",580175,da,Druk,Four stagnant high school teachers decide to test out a theory that maintaining a constant level of intoxication will improve their overall lives.,2.968,2020-09-24,Another Round,7.636,3515,Druk,2020
[18],2014,de,Auf der anderen Seite,"The lives of six German-Turkish immigrants are drawn together by circumstance: An old man and a prostitute forging a partnership, a young scholar reconciling his past, two young women falling in love, and a mother putting the shattered pieces of her life back together.",2.4859,2007-09-27,The Edge of Heaven,7.209,328,Auf der anderen Seite,2007
"[18, 35, 80]",1023,da,Adams æbler,A neo-nazi sentenced to community service at a church clashes with the blindly devotional priest.,1.4689,2005-04-15,Adam's Apples,7.439,725,Adams æbler,2005
"[16, 18, 35]",13398,ja,東京ゴッドファーザーズ,"On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents.",3.2409,2003-12-05,Tokyo Godfathers,7.918,1383,Tôkyô goddofâzâzu,2003
[18],11197,sv,Ondskan,"Stockholm, in the 1950s.  Erik is expelled from the local school for getting into one brawl too many. To protect Erik from his violent stepfather’s reaction to his expulsion, Erik's mother arranges for Erik to spend a year at Stjärnsberg Boarding School, the only school willing to accept him. This is Erik's last chance to graduate to Upper School and he promises his mother, for his and her sake, to do all he can to stay out of trouble.",2.7642,2003-09-16,Evil,7.32,367,Ondskan,2003
[18],1653,es,Diarios de motocicleta,"Based on the journals of Che Guevara, leader of the Cuban Revolution. In his memoirs, Guevara recounts adventures he and best friend Alberto Granado had while crossing South America by motorcycle in the early 1950s.",3.1134,2004-02-06,The Motorcycle Diaries,7.428,1347,Diarios de motocicleta,2004
"[18, 80]",12093,sv,Lilja 4-ever,"In a struggling post-Soviet community, Lilya a teenage girl is abandoned when her mother moves to the United States with her boyfriend. Facing neglect and poverty, she meets Andrei, who offers her a job in Sweden, giving her hope for a better life — and a journey that will change everything.",2.9732,2002-08-23,Lilya 4-ever,7.6,603,Lilja 4-ever,2002
"[16, 35, 18, 10751]",9662,fr,Les Triplettes de Belleville,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters—an aged song-and-dance team from the days of Fred Astaire—to rescue him.",1.4943,2003-06-11,The Triplets of Belleville,7.394,990,Les triplettes de Belleville,2003
"[10752, 18, 53, 9648, 28]",2440,ko,공동경비구역 JSA,"Two North Korean soldiers are killed in the border area between North and South Korea, prompting an investigation by a neutral body. The sergeant is the shooter, but the lead investigator, a Swiss-Korean woman, receives differing accounts from the two sides.",3.7005,2000-09-09,Joint Security Area,7.815,756,Gongdong gyeongbi guyeok JSA,2000
"[12, 18, 28, 10749]",146,zh,卧虎藏龍,"Two warriors in pursuit of a stolen sword and a notorious fugitive are led to an impetuous, physically-skilled, teenage nobleman's daughter, who is at a crossroads in her life.",10.0797,2000-07-06,"Crouching Tiger, Hidden Dragon",7.433,3361,Wo hu cang long,2000
"[35, 18]",99,es,Todo sobre mi madre,"Following the tragic death of her teenage son, Manuela travels from Madrid to Barcelona in an attempt to contact the long-estranged father the boy never knew. She reunites with an old friend, an outspoken transgender sex worker, and befriends a troubled actress and a pregnant, HIV-positive nun.",2.6269,1999-04-16,All About My Mother,7.638,1961,Todo sobre mi madre,1999
"[80, 18]",5910,ja,HANA-BI,"Beleaguered police detective Nishi takes desperate measures to try and set things right in a world gone wrong. With his wife suffering from leukemia and his business partner paralyzed from a brutal gangster attack, Nishi borrows from a yakuza loan shark and then robs a bank to clear his debt.",1.7572,1997-10-30,Fireworks,7.692,727,Hana-bi,1997
"[28, 53, 80]",11782,cn,辣手神探,A cop who loses his partner in a shoot-out with gun smugglers goes on a mission to catch them. In order to get closer to the leaders of the ring he joins forces with an undercover cop who's working as a gangster hitman. They use all means of excessive force to find them.,3.8646,1992-04-16,Hard Boiled,7.532,853,Lat sau san taam,1992
[18],1600,fr,La Double Vie de Véronique,"Véronique is a beautiful young French woman who aspires to be a renowned singer; Weronika lives in Poland, has a similar career goal and looks identical to Véronique, though the two are not related. The film follows both women as they contend with the ups and downs of their individual lives, with Véronique embarking on an unusual romance with Alexandre Fabbri, a puppeteer who may be able to help her with her existential issues.",2.3388,1991-05-15,The Double Life of Véronique,7.485,835,La double vie de Véronique,1991
"[16, 10751, 14]",16859,ja,魔女の宅急便,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",10.4168,1989-07-29,Kiki's Delivery Service,7.829,4303,Majo no takkyûbin,1989
"[28, 80, 18, 53]",10835,cn,喋血雙雄,"Mob assassin Jeffrey is no ordinary hired gun; the best in his business, he views his chosen profession as a calling rather than simply a job. So, when beautiful nightclub chanteuse Jennie is blinded in the crossfire of his most recent hit, Jeffrey chooses to retire after one last job to pay for his unintended victim's sight-restoring operation. But when Jeffrey is double-crossed, he reluctantly joins forces with a rogue policeman to make things right.",3.4821,1989-03-24,The Killer,7.601,829,Dip huet seung hung,1989
"[16, 878]",16306,fr,La Planète sauvage,"On the planet Ygam, the Draags, extremely technologically and spiritually advanced blue humanoids, consider the tiny Oms, human beings descendants of Terra's inhabitants, as ignorant animals. Those who live in slavery are treated as simple pets and used to entertain Draag children; those who live hidden in the hostile wilderness of the planet are periodically hunted and ruthlessly slaughtered as if they were vermin.",1.3181,1973-12-01,Fantastic Planet,7.6,1018,La planète sauvage,1973
"[18, 10749]",1628,fr,Jules et Jim,"In the carefree days before World War I, introverted Austrian author Jules strikes up a friendship with the exuberant Frenchman Jim and both men fall for the impulsive and beautiful Catherine.",1.7614,1962-01-23,Jules and Jim,7.555,1010,Jules et Jim,1962
"[18, 80]",269,fr,À bout de souffle,"A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he attempts to persuade a girl to run away to Italy with him.",3.6124,1960-03-16,Breathless,7.5,1897,À bout de souffle,1960
"[80, 18]",877,en,Scarface,"In 1920s Chicago, Italian immigrant and notorious thug, Antonio 'Tony' Camonte, aka Scarface, shoots his way to the top of the mobs while trying to protect his sister from the criminal life.",3.5726,1932-04-09,Scarface,7.45,634,Scarface: The Shame of the Nation,1932
"[35, 18]",348678,sv,En man som heter Ove,"Despite being deposed as president of his condominium association, grumpy 59-year-old Ove continues to watch over his neighbourhood with an iron fist. When pregnant Parvaneh and her family move into the terraced house opposite Ove and she accidentally back into Ove’s mailbox, it sets off a series of unexpected changes in his life.",1.8089,2015-12-25,A Man Called Ove,7.6,1221,En man som heter Ove,2015
"[16, 18, 10751, 9648]",242828,ja,思い出のマーニー,"Upon being sent to live with relatives in the countryside due to an illness, an emotionally distant adolescent girl becomes obsessed with an abandoned mansion and infatuated with a girl who lives there - a girl who may or may not be real.",6.1866,2014-07-19,When Marnie Was There,7.931,1875,Omoide no Mânî,2014
"[10749, 18]",152584,fr,La Vie d'Adèle - Chapitres 1 et 2,"Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire, to assert herself as a woman and as an adult. In front of others, Adele grows, seeks herself, loses herself, finds herself.",5.6828,2013-10-09,Blue Is the Warmest Color,7.1,4706,La vie d'Adèle,2013
[18],168245,hi,कई पो छे!,Three friends growing up in India at the turn of the millennium set out to open a training academy to produce the country's next cricket stars.,2.0177,2013-02-13,Kai Po Che!,7.036,137,Kai po che!,2013
"[12, 16, 14, 10751]",309809,en,The Little Prince,"Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met.",8.7092,2015-07-29,The Little Prince,7.609,2864,Le Petit Prince,2015
"[28, 878, 12]",49538,en,X-Men: First Class,"Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.",0.4863,2011-06-01,X-Men: First Class,7.298,13097,X: First Class,2011
"[16, 14, 10751]",12429,ja,崖の上のポニョ,"When Sosuke, a young boy who lives on a clifftop overlooking the sea, rescues a stranded goldfish named Ponyo, he discovers more than he bargained for. Ponyo is a curious, energetic young creature who yearns to be human, but even as she causes chaos around the house, her father, a powerful sorcerer, schemes to return Ponyo to the sea.",9.322,2008-07-19,Ponyo,7.75,4534,Gake no ue no Ponyo,2008
"[16, 878, 53]",4977,ja,パプリカ,"When a machine that allows therapists to enter their patient's dreams is stolen, all hell breaks loose. Only a young female therapist can stop it and recover it before damage is done: Paprika.",7.8287,2006-10-01,Paprika,7.817,2639,Papurika,2006
"[14, 16, 18, 878]",14069,ja,時をかける少女,"When 17-year-old Makoto Konno gains the ability to, quite literally, 'leap' backwards through time, she immediately sets about improving her grades and preventing personal mishaps. However, she soon realises that changing the past isn't as simple as it seems, and eventually, will have to rely on her new powers to shape the future of herself and her friends.",5.4028,2006-07-15,The Girl Who Leapt Through Time,7.784,2113,Toki o kakeru shôjo,2006
"[14, 9648, 53]",16007,ja,デスノート,"Light Yagami finds the ""Death Note,"" a notebook with the power to kill, and decides to create a Utopia by killing the world's criminals, and soon the world's greatest detective, ""L,"" is hired to find the mysterious murderer. An all out battle between the two greatest minds on earth begins and the winner will control the world.",4.6931,2006-06-17,Death Note,7.072,732,Death Note: Desu nôto,2006
[18],3549,da,Efter brylluppet,"A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret.",1.3934,2006-02-24,After the Wedding,7.136,448,Efter brylluppet,2006
"[18, 10752, 10749, 36]",11661,fr,Joyeux Noël,"France, 1914, during World War I. On Christmas Eve, an extraordinary event takes place in the bloody no man's land that the French and the Scots dispute with the Germans…",4.08,2005-11-09,Joyeux Noel,7.385,886,Joyeux Noël,2005
"[18, 53, 10752]",9075,nl,Zwartboek,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.",4.1312,2006-09-14,Black Book,7.445,1192,Zwartboek,2006
"[28, 35, 80, 14]",9470,cn,功夫,"It's the 1940s, and the notorious Axe Gang terrorizes Shanghai. Small-time criminals Sing and Bone hope to join, but they only manage to make lots of very dangerous enemies. Fortunately for them, kung fu masters and hidden strength can be found in unlikely places. Now they just have to take on the entire Axe Gang.",10.6187,2004-02-10,Kung Fu Hustle,7.479,2963,Kung fu,2004
"[35, 18]",338,de,"Good Bye, Lenin!",Alex Kerner's mother was in a coma while the Berlin wall fell. When she wakes up he must try to keep her from learning what happened (as she was an avid communist supporter) to avoid shocking her which could lead to another heart attack.,1.865,2003-02-13,"Good Bye, Lenin!",7.543,2492,Good Bye Lenin!,2003
[99],749417,en,Married in America,"Following the experiences of a handful of couples over the course of a decade, producer Michael Apted shows how this ancient institution expresses itself in contemporary American society. Introduces the couples and follows them through the days and weeks preceding their weddings.",0.1251,2002-06-17,Married in America,0.0,0,In America,2002
"[18, 53]",575,de,Das Experiment,20 volunteers agree to take part in a seemingly well-paid experiment advertised by the university. It is supposed to be about aggressive behavior in an artificial prison situation. A journalist senses a story behind the ad and smuggles himself in among the test subjects. They are randomly divided into prisoners and guards. What seems like a game at the beginning soon turns into bloody seriousness.,2.2908,2001-03-08,The Experiment,7.4,1138,Das Experiment,2001
"[12, 35, 14, 18]",20312,en,Interstate 60,An aspiring painter meets various characters and learns valuable lessons while traveling across America.,3.0208,2002-04-13,Interstate 60,7.4,727,Interstate 60: Episodes of the Road,2002
"[18, 53, 878]",1902,es,Abre los ojos,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.",4.0476,1997-12-19,Open Your Eyes,7.5,1106,Abre los ojos,1997
